hscode,description
6201.90,"Coats; men's or boys', overcoats, rain-coats, car-coats, capes, cloaks and similar, of textile materials (other than wool, fine animal hair, cotton or man-made fibres), other than those of heading no. 6203 (not knitted or crocheted)"
6202.20,"Coats; women's or girls', overcoats, raincoats, car-coats, capes, cloaks anoraks (including ski-jackets) and similar articles, of wool or fine animal hair, other than those of heading no. 6204 (not knitted or crocheted)"
6202.30,"Coats; women's or girls', overcoats, raincoats, car-coats, capes, cloaks anoraks (including ski-jackets) and similar articles, of cotton, other than those of heading no. 6204 (not knitted or crocheted)"
6202.40,"Coats; women's or girls', overcoats, raincoats, car-coats, capes, cloaks anoraks (including ski-jackets) and similar articles, of man-made fibres, other than those of heading no. 6204 (not knitted or crocheted)"
6202.90,"Coats; women's or girls', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of textile materials (other than wool, fine animal hair, cotton or man-made fibres), other than those of heading no. 6204 (not knitted or crocheted)"
6203.11,"Suits; men's or boys', of wool or fine animal hair (not knitted or crocheted)"
6203.12,"Suits; men's or boys', of synthetic fibres (not knitted or crocheted)"
6203.19,"Suits; men's or boys', of textile materials n.e.c. in item no. 6203.1 (not knitted or crocheted)"
6203.22,"Ensembles; men's or boys', of cotton (not knitted or crocheted)"
6203.23,"Ensembles; men's or boys', of synthetic fibres (not knitted or crocheted)"
6203.29,"Ensembles; men's or boys', of textile materials n.e.c. in item no. 6203.2 (not knitted or crocheted)"
6203.31,"Jackets and blazers; men's or boys', of wool or fine animal hair (not knitted or crocheted)"
6203.32,"Jackets and blazers; men's or boys', of cotton (not knitted or crocheted)"
6203.33,"Jackets and blazers; men's or boys', of synthetic fibres (not knitted or crocheted)"
6203.39,"Jackets and blazers; men's or boys', of textile materials n.e.c. in item no. 6203.3 (not knitted or crocheted)"
6203.41,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of wool or fine animal hair (not knitted or crocheted)"
6203.42,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of cotton (not knitted or crocheted)"
6203.43,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of synthetic fibres (not knitted or crocheted)"
6203.49,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of textile materials (other than wool, fine animal hair, cotton or synthetic fibres), (not knitted or crocheted)"
6204.11,"Suits; women's or girls', of wool or fine animal hair (not knitted or crocheted)"
6204.12,"Suits; women's or girls', of cotton (not knitted or crocheted)"
6204.13,"Suits; women's or girls', of synthetic fibres (not knitted or crocheted)"
6204.19,"Suits; women's or girls', of textile materials n.e.c. in item no. 6204.1 (not knitted or crocheted)"
6204.21,"Ensembles; women's or girls', of wool or fine animal hair (not knitted or crocheted)"
6204.22,"Ensembles; women's or girls', of cotton (not knitted or crocheted)"
6204.23,"Ensembles; women's or girls', of synthetic fibres (not knitted or crocheted)"
6204.29,"Ensembles; women's or girls', of textile materials n.e.c. in item no. 6204.2 (not knitted or crocheted)"
6204.31,"Jackets and blazers; women's or girls', of wool or fine animal hair (not knitted or crocheted)"
6204.32,"Jackets and blazers; women's or girls', of cotton (not knitted or crocheted)"
6204.33,"Jackets and blazers; women's or girls', of synthetic fibres (not knitted or crocheted)"
6204.39,"Jackets and blazers; women's or girls', of textile materials n.e.c. in item no. 6204.3 (not knitted or crocheted)"
6204.41,"Dresses; women's or girls', of wool or fine animal hair (not knitted or crocheted)"
6204.42,"Dresses; women's or girls', of cotton (not knitted or crocheted)"
6204.43,"Dresses; women's or girls', of synthetic fibres (not knitted or crocheted)"
6204.44,"Dresses; women's or girls', of artificial fibres (not knitted or crocheted)"
6204.49,"Dresses; women's or girls', of textile materials n.e.c. in item no. 6204.4 (not knitted or crocheted)"
6204.51,"Skirts and divided skirts; women's or girls', of wool or fine animal hair (not knitted or crocheted)"
6204.52,"Skirts and divided skirts; women's or girls', of cotton (not knitted or crocheted)"
6204.53,"Skirts and divided skirts; women's or girls', of synthetic fibres (not knitted or crocheted)"
6204.59,"Skirts and divided skirts; women's or girls', of textile materials n.e.c. in item no. 6204.5 (not knitted or crocheted)"
6204.61,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of wool or fine animal hair (not knitted or crocheted)"
6204.62,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of cotton (not knitted or crocheted)"
6204.63,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of synthetic fibres (not knitted or crocheted)"
6204.69,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of textile materials (other than wool, fine animal hair, cotton or synthetic fibres), (not knitted or crocheted)"
6205.20,"Shirts; men's or boys', of cotton (not knitted or crocheted)"
6205.30,"Shirts; men's or boys', of man-made fibres (not knitted or crocheted)"
6205.90,"Shirts; men's or boys', of textile materials n.e.c. in heading no. 6205 (not knitted or crocheted)"
6206.10,"Blouses, shirts and shirt-blouses; women's or girls', of silk or silk waste (not knitted or crocheted)"
6206.20,"Blouses, shirts and shirt-blouses; women's or girls', of wool or fine animal hair (not knitted or crocheted)"
6206.30,"Blouses, shirts and shirt-blouses; women's or girls', of cotton (not knitted or crocheted)"
6206.40,"Blouses, shirts and shirt-blouses; women's or girls', of man-made fibres (not knitted or crocheted)"
6206.90,"Blouses, shirts and shirt-blouses; women's or girls', of textile materials n.e.c. in heading no. 6206 (not knitted or crocheted)"
6207.11,"Underpants and briefs; men's or boys', of cotton (not knitted or crocheted)"
6207.19,"Underpants and briefs; men's or boys', of textile materials other than cotton (not knitted or crocheted)"
6207.21,"Nightshirts and pyjamas; men's or boys', of cotton (not knitted or crocheted)"
6207.22,"Nightshirts and pyjamas; men's or boys', of man-made fibres (not knitted or crocheted)"
6207.29,"Nightshirts and pyjamas; men's or boys', of textile materials other than cotton or man-made fibres (not knitted or crocheted)"
6207.91,"Singlets and other vests, bathrobes, dressing gowns and similar articles; men's or boys', of cotton (not knitted or crocheted)"
6207.99,"Singlets and other vests, bathrobes, dressing gowns and similar articles; men's or boys', of textile materials other than cotton (not knitted or crocheted)"
6208.11,"Slips and petticoats; women's or girls', of man-made fibres (not knitted or crocheted)"
6208.19,"Slips and petticoats; women's or girls', of textile materials other than man-made fibres (not knitted or crocheted)"
6208.21,"Nightdresses and pyjamas; women's or girls', of cotton (not knitted or crocheted)"
6208.22,"Nightdresses and pyjamas; women's or girls', of man-made fibres (not knitted or crocheted)"
6208.29,"Nightdresses and pyjamas; women's or girls', of textile materials other than cotton or man-made fibres (not knitted or crocheted)"
6208.91,"Singlets and other vests, briefs, panties, negligees, bathrobes, dressing gowns and similar articles; women's or girls', of cotton (not knitted or crocheted)"
6208.92,"Singlets and other vests, briefs, panties, negligees, bathrobes, dressing gowns etc.; women's or girls', of man-made fibres (not knitted or crocheted), excluding incontinence or other sanitary garments or garment liners of heading no. 96.19"
6208.99,"Singlets and other vests, briefs, panties, negligees, bathrobes, dressing gowns and similar articles; women's or girls', of textile materials other than cotton or man-made fibres (not knitted or crocheted)"
6209.20,"Garments and clothing accessories; babies', of cotton (not knitted or crocheted)"
6209.30,"Garments and clothing accessories; babies', of synthetic fibres (not knitted or crocheted)"
6209.90,"Garments and clothing accessories; babies', of textile materials other than cotton or synthetic fibres (not knitted or crocheted)"
6210.10,Garments; of felt or non-wovens (not knitted or crocheted)
6210.20,"Garments; overcoats, raincoats, car-coats, capes, cloaks, anoraks (including ski-jackets) and similar articles, men's or boys', of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)"
6210.30,"Garments; overcoats, raincoats, car-coats, capes, cloaks, anoraks (including ski-jackets) and similar articles, women's or girls', of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)"
6210.40,"Garments; men's or boys', n.e.c. in item no. 6210.2, of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)"
6210.50,"Garments; women's or girls', n.e.c. in item no. 6210.3, of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)"
6211.11,"Swimwear; men's or boys', (not knitted or crocheted)"
6211.12,"Swimwear; women's or girls', (not knitted or crocheted)"
6211.20,Ski suits; (not knitted or crocheted)
6211.32,"Track suits and other garments n.e.c.; men's or boys', of cotton (not knitted or crocheted)"
6211.33,"Track suits and other garments n.e.c.; men's or boys', of man-made fibres (not knitted or crocheted)"
6211.39,"Track suits and other garments n.e.c.; men's or boys', of textile materials n.e.c. in item no. 6211.3 (not knitted or crocheted)"
6211.42,"Track suits and other garments n.e.c.; women's or girls', of cotton (not knitted or crocheted)"
6211.43,"Track suits and other garments n.e.c.; women's or girls', of man-made fibres (not knitted or crocheted)"
6211.49,"Track suits and other garments n.e.c.; women's or girls', of textile materials n.e.c. in item no. 6211.4 (not knitted or crocheted)"
6212.10,Brassieres; whether or not knitted or crocheted
6212.20,Girdles and panty-girdles; whether or not knitted or crocheted
6212.30,Corselettes; whether or not knitted or crocheted
6212.90,"Braces, suspenders, garters and similar articles; whether or not knitted or crocheted, n.e.c. in heading no. 6212"
6213.20,Handkerchiefs; of cotton (not knitted or crocheted)
6213.90,Handkerchiefs; of textile materials other than cotton (not knitted or crocheted)
6214.10,"Shawls, scarves, mufflers, mantillas, veils and the like; of silk or silk waste (not knitted or crocheted)"
